poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,politician_id,politician,yes,no,alternate_answers
89628,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,,3/3/25,3/4/25,,"",,218776,1174,a,,a,,3/4/25 23:52,"",https://www.ipsos.com/en-us/three-five-americans-say-cost-living-going-wrong-direction,https://www.ipsos.com/en-us/three-five-americans-say-cost-living-going-wrong-direction,https://www.ipsos.com/sites/default/files/ct/news/documents/2025-03/Reuters%20Ipsos%20Pre%20Joint%20Session%20Congress%20Topline%2003%2004%202025.pdf,,"",,,11,Donald Trump,44.0,51.0,5.0
89624,1102,Emerson,"","",Emerson College,88,Emerson College,2.9,-1.1,Online Opt-In Panel/Email,7.0,,3/2/25,3/3/25,,"",,218730,1000,rv,,rv,,3/3/25 16:07,"",https://emersoncollegepolling.com/march-2025-national-poll/,https://emersoncollegepolling.com/march-2025-national-poll/,,https://docs.google.com/spreadsheets/d/1-mJKBNLJeEGp_7ZSBNwUmlDnH3SawgDJ/edit?gid=1263081245#gid=1263081245,"",,,11,Donald Trump,48.0,43.1,8.8
89629,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,2.4,-0.2,Online Opt-In Panel,8.0,,2/28/25,3/3/25,,"",,218777,1031,rv,,rv,,3/4/25 23:52,"",https://civiqs.com/reports/2025/03/04/report-americans-agree-russia-is-responsible-for-the-war,https://civiqs.com/reports/2025/03/04/report-americans-agree-russia-is-responsible-for-the-war,,https://civiqs.com/documents/Civiqs_DailyKos_banner_book_2025_03_92di4s.pdf,"",,DEM,11,Donald Trump,48.0,52.0,0
89625,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,,2/28/25,3/2/25,,"",,218753,2229,rv,,rv,,3/3/25 16:37,"",https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,,,"",,,11,Donald Trump,49.0,48.0,3.0
89623,1705,John Zogby Strategies,"","",John Zogby Strategies,583,John Zogby Strategies,1.8,0.0,Text-to-Web/Email,5.0,,2/28/25,3/1/25,,"",,218712,1001,v,,v,,3/3/25 14:59,"",https://johnzogbystrategies.com/03-03-25-new-zogby-strategies-poll-on-trump-the-democrats-first-40-days/,https://johnzogbystrategies.com/03-03-25-new-zogby-strategies-poll-on-trump-the-democrats-first-40-days/,,https://projects.fivethirtyeight.com/polls/20250303_US_JohnZogbyStrategies.pdf,"",,,11,Donald Trump,47.7,47.5,4.7
89615,568,YouGov,133,CBS News,YouGov,391,YouGov,3.0,-1.1,Online Matched Sample,9.0,,2/26/25,2/28/25,,"",,218644,2311,a,,a,,3/3/25 10:11,"",https://www.cbsnews.com/news/trump-elon-musk-government-workforce-cuts-opinion-poll-2025-03-02/,https://www.cbsnews.com/news/trump-elon-musk-government-workforce-cuts-opinion-poll-2025-03-02/,,https://www.scribd.com/document/834478939/cbsnews-20250302-1-SUN#fullscreen&from_embed,"",,,11,Donald Trump,51.0,49.0,0
89622,770,TIPP,1742,Issues & Insights,TIPP Insights,144,TIPP Insights,1.8,-0.4,Online Opt-In Panel,3.0,,2/26/25,2/28/25,,"",,218707,1434,a,,a,,3/3/25 13:37,"",https://tippinsights.com/voters-still-view-trump-favorably-but-remain-worried-about-economy-inflation-i-i-tipp-poll/,https://tippinsights.com/voters-still-view-trump-favorably-but-remain-worried-about-economy-inflation-i-i-tipp-poll/,,,"",,,11,Donald Trump,46.0,43.0,11.0
89612,1554,RMG Research,2178,Napolitan News Service,RMG Research,555,RMG Research,2.3,-0.4,,5.0,,2/24/25,2/28/25,,"",,218640,3000,rv,,rv,,3/3/25 10:11,"",https://napolitannews.org/posts/president-trump-job-approval-53-percent-approve-45-disapprove,https://napolitannews.org/posts/president-trump-job-approval-53-percent-approve-45-disapprove,,,"",,,11,Donald Trump,53.0,45.0,2.0
89616,1866,CNN/SSRS,"","",CNN/SSRS,844,CNN,2.8,-0.6,Probability Panel,10.0,,2/24/25,2/28/25,,"",,218645,2212,a,,a,,3/3/25 10:11,"",https://www.cnn.com/2025/03/02/politics/poll-trump-negative-congress-address,https://www.cnn.com/2025/03/02/politics/poll-trump-negative-congress-address,,https://s3.documentcloud.org/documents/25548460/cnn-poll-public-remains-negative-on-trump-ahead-of-address-to-congress.pdf,"",,,11,Donald Trump,48.0,52.0,0
89616,1866,CNN/SSRS,"","",CNN/SSRS,844,CNN,2.8,-0.6,Probability Panel,10.0,,2/24/25,2/28/25,,"",,218677,,rv,,rv,,3/3/25 12:12,"",https://www.cnn.com/2025/03/02/politics/poll-trump-negative-congress-address,https://www.cnn.com/2025/03/02/politics/poll-trump-negative-congress-address,,https://s3.documentcloud.org/documents/25548460/cnn-poll-public-remains-negative-on-trump-ahead-of-address-to-congress.pdf,"",,,11,Donald Trump,48.0,52.0,0
89613,1741,ActiVote,"","",ActiVote,721,ActiVote,,,App Panel,8.0,,2/1/25,2/28/25,,"",,218641,1760,a,,a,,3/3/25 10:11,"",https://www.activote.net/trump-net-approval-down-to-1//,,,https://www.activote.net/trump-net-approval-down-to-1//,"",false,,11,Donald Trump,49.5,48.8,1.7
89611,1528,AtlasIntel,"","",AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,,2/24/25,2/27/25,,"",,218621,2849,a,,a,,2/28/25 15:52,"",https://www.atlasintel.org/poll/usa-national-2025-02-28,https://www.atlasintel.org/poll/usa-national-2025-02-28,,,"",,,11,Donald Trump,50.3,49.7,0.1
89608,1895,Quantus Insights,2184,TrendingPolitics,Quantus Insights,859,Quantus Insights,,,Online Opt-In Panel,5.5,,2/24/25,2/26/25,,"",,218590,1000,rv,,rv,,2/27/25 12:03,"",https://quantusinsights.org/f/national-survey-analyzing-trump%E2%80%99s-approval-and-voter-sentiment,https://quantusinsights.org/f/national-survey-analyzing-trump%E2%80%99s-approval-and-voter-sentiment,,https://drive.google.com/file/d/1Iqx-NApMnDMMk5VhJAjPizZ3Zc_Yw_12/view,"",false,REP,11,Donald Trump,51.0,45.2,3.8
89614,1930,Marist University,"373,2166",NPR | PBS News,Marist University,183,Marist University,2.9,-0.9,Live Phone/Online Opt-In Panel/Text-to-Web,9.0,,2/24/25,2/26/25,,"",,218642,1694,a,,a,,3/3/25 10:11,"",https://maristpoll.marist.edu/polls/the-state-of-the-union-march-2025/,https://maristpoll.marist.edu/polls/the-state-of-the-union-march-2025/,,https://maristpoll.marist.edu/wp-content/uploads/2025/03/NPR_PBS-News_Marist-Poll_USA-NOS-and-Tables_202502271032-1.pdf,"",,,11,Donald Trump,45.0,49.0,6.0
89614,1930,Marist University,"373,2166",NPR | PBS News,Marist University,183,Marist University,2.9,-0.9,Live Phone/Online Opt-In Panel/Text-to-Web,9.0,,2/24/25,2/26/25,,"",,218643,1533,rv,,rv,,3/3/25 10:11,"",https://maristpoll.marist.edu/polls/the-state-of-the-union-march-2025/,https://maristpoll.marist.edu/polls/the-state-of-the-union-march-2025/,,https://maristpoll.marist.edu/wp-content/uploads/2025/03/NPR_PBS-News_Marist-Poll_USA-NOS-and-Tables_202502271032-1.pdf,"",,,11,Donald Trump,45.0,51.0,4.0
89620,1697,Bullfinch,2072,Independent Center,The Bullfinch Group,692,The Bullfinch Group,,,,4.0,,2/22/25,2/26/25,,"",,218652,1200,a,,a,,3/3/25 11:15,"",https://projects.fivethirtyeight.com/polls/20250303_US_Bullfinch.pdf,,https://projects.fivethirtyeight.com/polls/20250303_US_Bullfinch.pdf,,"",,,11,Donald Trump,47.0,47.0,6.0
89620,1697,Bullfinch,2072,Independent Center,The Bullfinch Group,692,The Bullfinch Group,,,,4.0,,2/22/25,2/26/25,,"",,218653,1000,rv,,rv,,3/3/25 11:15,"",https://projects.fivethirtyeight.com/polls/20250303_US_Bullfinch.pdf,,https://projects.fivethirtyeight.com/polls/20250303_US_Bullfinch.pdf,,"",,,11,Donald Trump,48.0,47.0,5.0
89605,1624,J.L. Partners,1997,DailyMail.com,J.L. Partners,619,J.L. Partners,1.6,0.2,Online Opt-In Panel,6.0,,2/24/25,2/25/25,,"",,218573,1001,rv,,rv,,2/27/25 09:33,"",https://jlpartners.com/doge-poll,https://jlpartners.com/doge-poll,,https://static1.squarespace.com/static/663253f0bc87b7070102f41f/t/67c0500a2b648607b17fd4eb/1740656655714/DOGE+Dividend+Poll.pdf,"",,,11,Donald Trump,45.0,39.0,16.0
89601,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Matched Sample,9.0,,2/23/25,2/25/25,,"",,218529,1604,a,,a,,2/26/25 10:32,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_7jv80Av.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_7jv80Av.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_1q7T4HA.pdf,"",,,11,Donald Trump,48.0,45.0,7.0
89601,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Matched Sample,9.0,,2/23/25,2/25/25,,"",,218530,1444,rv,,rv,,2/26/25 10:32,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_1q7T4HA.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_1q7T4HA.pdf,"",,,11,Donald Trump,48.0,47.0,5.0
89595,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,,2/21/25,2/24/25,,"",,218454,2225,rv,,rv,,2/24/25 17:43,"",https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,,,"",,,11,Donald Trump,50.0,47.0,3.0
89602,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,,2/21/25,2/23/25,,"",,218535,1029,a,,a,,2/26/25 10:32,"",https://www.reuters.com/world/us/trump-approval-rating-holds-steady-44-reutersipsos-poll-finds-2025-02-25/,https://www.reuters.com/world/us/trump-approval-rating-holds-steady-44-reutersipsos-poll-finds-2025-02-25/,,,"",,,11,Donald Trump,44.0,50.0,0
89587,1554,RMG Research,2178,Napolitan News Service,RMG Research,555,RMG Research,2.3,-0.4,Online Opt-In Panel,5.0,,2/18/25,2/21/25,,"",,218404,3000,rv,,rv,,2/21/25 16:41,"",https://napolitannews.org/posts/president-trump-job-approval-53-percent-approve-44-disapprove,https://napolitannews.org/posts/president-trump-job-approval-53-percent-approve-44-disapprove,,,"",,,11,Donald Trump,53.0,44.0,0
89589,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.5,-0.1,Online Opt-In Panel,7.0,,2/19/25,2/20/25,,"",,218407,2443,rv,,rv,,2/24/25 11:42,"",https://harvardharrispoll.com/wp-content/uploads/2025/02/HHP_Feb2025_vFinal.pdf,https://harvardharrispoll.com/wp-content/uploads/2025/02/HHP_Feb2025_vFinal.pdf,,,"",,,11,Donald Trump,52.0,43.0,5.0
89610,1302,Echelon Insights,1755,NetChoice,Echelon Insights,407,Echelon Insights,2.7,-0.8,Online Opt-In Panel,9.0,,2/18/25,2/20/25,,"",,218620,1006,lv,,lv,,2/28/25 10:26,"",https://netchoice.org/new-poll-79-of-voters-think-us-tech-companies-are-key-to-american-global-leadership/,https://netchoice.org/new-poll-79-of-voters-think-us-tech-companies-are-key-to-american-global-leadership/,https://netchoice.org/wp-content/uploads/2025/02/NetChoice-Echelon-February-2025-National-Survey.pdf,,"",,,11,Donald Trump,48.0,49.0,3.0
89588,23,ARG,"","",American Research Group,9,American Research Group,2.3,-0.2,Live Phone,5.0,,2/17/25,2/20/25,,"",,218405,1100,a,,a,,2/24/25 11:42,"",https://americanresearchgroup.com/economy/,https://americanresearchgroup.com/economy/,,,"",,,11,Donald Trump,43.0,51.0,6.0
89588,23,ARG,"","",American Research Group,9,American Research Group,2.3,-0.2,Live Phone,5.0,,2/17/25,2/20/25,,"",,218406,1004,rv,,rv,,2/24/25 11:42,"",https://americanresearchgroup.com/economy/,https://americanresearchgroup.com/economy/,,,"",,,11,Donald Trump,43.0,51.0,0
89579,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Matched Sample,9.0,,2/16/25,2/18/25,,"",,218325,1603,a,,a,,2/19/25 11:05,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_KfNmvTk.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_KfNmvTk.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_OFVhPxp.pdf,"",,,11,Donald Trump,50.0,45.0,5.0
89579,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Matched Sample,9.0,,2/16/25,2/18/25,,"",,218326,1451,rv,,rv,,2/19/25 11:05,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_OFVhPxp.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_OFVhPxp.pdf,"",,,11,Donald Trump,50.0,47.0,3.0
89609,568,YouGov,"","",YouGov,391,YouGov,3.0,-1.1,Online Matched Sample,9.0,,2/14/25,2/18/25,,"",,218606,1135,a,,a,,2/27/25 16:39,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/News_Consumption_poll_results_An53LUg.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/News_Consumption_poll_results_An53LUg.pdf,"",,,11,Donald Trump,46.0,46.0,8.0
89581,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,,2/13/25,2/18/25,,"",,218332,4145,a,,a,,2/19/25 11:05,"",https://www.reuters.com/world/us/trumps-approval-rating-slips-americans-worry-about-economy-2025-02-19/,https://www.reuters.com/world/us/trumps-approval-rating-slips-americans-worry-about-economy-2025-02-19/,https://www.ipsos.com/sites/default/files/ct/news/documents/2025-02/Reuters%20Ipsos%20Large%20Sample%20Poll%201%20February%202025%20Topline.pdf,,"",,,11,Donald Trump,44.0,51.0,6.0
89585,241,Ipsos,378,The Washington Post,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,,2/13/25,2/18/25,,"",,218394,2601,a,,a,,2/20/25 11:00,"",https://www.washingtonpost.com/politics/2025/02/20/trump-poll-unpopular-post-ipsos/,https://www.washingtonpost.com/politics/2025/02/20/trump-poll-unpopular-post-ipsos/,,https://docs.google.com/spreadsheets/d/1kdcXmy8B1zajwnb6KUbZ-KxUixlTPoTY3Bg_Bfld0h0/edit?gid=0#gid=0,"",,,11,Donald Trump,45.0,53.0,2.0
89585,241,Ipsos,378,The Washington Post,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,,2/13/25,2/18/25,,"",,218395,2177,rv,,rv,,2/20/25 11:03,"",https://www.washingtonpost.com/politics/2025/02/20/trump-poll-unpopular-post-ipsos/,https://www.washingtonpost.com/politics/2025/02/20/trump-poll-unpopular-post-ipsos/,,https://docs.google.com/spreadsheets/d/1kdcXmy8B1zajwnb6KUbZ-KxUixlTPoTY3Bg_Bfld0h0/edit?gid=0#gid=0,"",,,11,Donald Trump,48.0,51.0,1.0
89590,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,0.5,1.6,Online Opt-In Panel,4.0,,2/11/25,2/18/25,,"",,218409,1000,lv,,lv,,2/24/25 11:42,"",https://mclaughlinonline.com/pols/wp-content/uploads/2025/02/National-February-Presentation-RELEASE-02-18-25.pdf,,,https://mclaughlinonline.com/pols/wp-content/uploads/2025/02/National-February-Presentation-RELEASE-02-18-25.pdf,"",,,11,Donald Trump,51.0,46.0,3.0
89580,1102,Emerson,"","",Emerson College,88,Emerson College,2.9,-1.1,Online Opt-In Panel/Text-to-Web,7.0,,2/15/25,2/17/25,,"",,218331,1000,rv,,rv,,2/19/25 11:05,"",https://emersoncollegepolling.com/february-2025-national-poll-trump-presidential-approval-at-48-musk-doge-job-approval-at-41/,https://emersoncollegepolling.com/february-2025-national-poll-trump-presidential-approval-at-48-musk-doge-job-approval-at-41/,,https://docs.google.com/spreadsheets/d/1shZBybQojjB9XzFjACiw63MaSTIlxbbD/edit?gid=842624092#gid=842624092,"",,,11,Donald Trump,47.8,42.2,10.0
89596,1497,co/efficient,"","",co/efficient,514,co/efficient,1.1,0.3,,5.0,,2/15/25,2/17/25,,"",,218455,2063,lv,,lv,,2/24/25 17:43,"",https://coefficient.org/doge-part-1/,https://coefficient.org/doge-part-1/,,,"",false,REP,11,Donald Trump,48.0,48.0,4.0
89584,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,2.8,-0.5,,9.0,,2/13/25,2/17/25,,"",,218391,1039,rv,,rv,,2/19/25 14:05,"",https://poll.qu.edu/poll-release?releaseid=3919,https://poll.qu.edu/poll-release?releaseid=3919,,https://poll.qu.edu/images/polling/us/us02192025_urxu99.pdf,"",,,11,Donald Trump,45.0,49.0,6.0
89586,1866,CNN/SSRS,"","",CNN/SSRS,844,CNN,2.8,-0.6,Live Phone/Probability Panel,10.0,,2/13/25,2/17/25,,"",,218401,1206,a,,a,,2/20/25 11:22,"",https://s3.documentcloud.org/documents/25539589/cnn-poll-on-trumps-performance-so-far.pdf,,,https://s3.documentcloud.org/documents/25539589/cnn-poll-on-trumps-performance-so-far.pdf,"",,,11,Donald Trump,47.0,52.0,1.0
89586,1866,CNN/SSRS,"","",CNN/SSRS,844,CNN,2.8,-0.6,Live Phone/Probability Panel,10.0,,2/13/25,2/17/25,,"",,218402,989,rv,,rv,,2/20/25 15:55,"",https://s3.documentcloud.org/documents/25539589/cnn-poll-on-trumps-performance-so-far.pdf,,,https://s3.documentcloud.org/documents/25539589/cnn-poll-on-trumps-performance-so-far.pdf,"",,,11,Donald Trump,46.0,54.0,1.0
89576,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,,2/14/25,2/16/25,,"",,218302,2217,rv,,rv,,2/18/25 16:44,"",https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,,,"",,,11,Donald Trump,50.0,47.0,3.0
89573,460,SurveyUSA,"","",SurveyUSA,325,SurveyUSA,2.8,-1.3,Online Opt-In Panel,8.0,,2/13/25,2/16/25,,"",,218277,2000,a,,a,,2/18/25 10:32,"",https://www.surveyusa.com/client/PollReport.aspx?g=326a263b-3dbc-4280-9c0c-95187bdbf20c,,,https://www.surveyusa.com/client/PollReport.aspx?g=326a263b-3dbc-4280-9c0c-95187bdbf20c,"",,,11,Donald Trump,51.0,45.0,3.0
89583,169,Gallup,"","",Gallup,112,Gallup,2.5,-0.4,Live Phone,10.0,,2/3/25,2/16/25,,"",,218376,1004,a,,a,,2/19/25 13:54,"",https://news.gallup.com/poll/656891/trump-job-approval-rating-congress-jumps.aspx,https://news.gallup.com/poll/656891/trump-job-approval-rating-congress-jumps.aspx,,,"",,,11,Donald Trump,45.0,51.0,5.0
89574,1554,RMG Research,2178,Napolitan News Service,RMG Research,555,RMG Research,2.3,-0.4,,5.0,,2/10/25,2/14/25,,"",,218279,3000,rv,,rv,,2/18/25 10:33,"",https://napolitannews.org/posts/president-trump-job-approval-55-percent-approve-43-disapprove,,https://napolitannews.org/posts/president-trump-job-approval-55-percent-approve-43-disapprove,,"",,,11,Donald Trump,55.0,43.0,0
